pid,question,preChatQuestion,preChatResponse,preChatDomain,postChatQuestion,postChatResponse,postChatDomain,predictShared,matchType,matchedDomain,matchedIdx,matchedQuestion,matchedTolerance,groupId
53976390fdf99b73530fe503,15,Are you married or dating someone?,1,identity,your partner is married or dating someone?,3,identity,1,low,religion,33,Are you affiliated with any organized religion?,4,racial-coffee
53976390fdf99b73530fe503,16,Can stealing ever be justified?,3,morality,your partner believes stealing can be justified?,3,morality,1,low,religion,33,Are you affiliated with any organized religion?,4,racial-coffee
53976390fdf99b73530fe503,17,Is lying acceptable?,3,morality,your partner believes lying is acceptable?,3,morality,1,low,religion,33,Are you affiliated with any organized religion?,4,racial-coffee
53976390fdf99b73530fe503,18,Are people innately good?,1,morality,your partner believes people are innately good?,3,morality,1,low,religion,33,Are you affiliated with any organized religion?,4,racial-coffee
53976390fdf99b73530fe503,19,Can a machine be moral?,3,morality,your partner believes a machine can be moral?,3,morality,1,low,religion,33,Are you affiliated with any organized religion?,4,racial-coffee
53976390fdf99b73530fe503,20,Is it ethical to eat meat?,3,morality,your partner believes it is ethical to eat meat?,3,morality,1,low,religion,33,Are you affiliated with any organized religion?,4,racial-coffee
53976390fdf99b73530fe503,21,Do you feel like the country is moving in the right direction?,3,politics,your partner believes the country is moving in the right direction?,3,politics,1,low,religion,33,Are you affiliated with any organized religion?,4,racial-coffee
53976390fdf99b73530fe503,22,Do you think elected officials work to support the public's best interest?,1,politics,your partner believes elected officials work to support the public's best interest?,3,politics,1,low,religion,33,Are you affiliated with any organized religion?,4,racial-coffee
53976390fdf99b73530fe503,23,Do you affiliate with any political party?,3,politics,your partner affiliates with any political party?,3,politics,1,low,religion,33,Are you affiliated with any organized religion?,4,racial-coffee
53976390fdf99b73530fe503,24,Should events in politicians' personal lives impact their ability to hold public office?,3,politics,your partner believes events in politicians' personal lives should impact their ability to hold public office?,3,politics,1,low,religion,33,Are you affiliated with any organized religion?,4,racial-coffee
53976390fdf99b73530fe503,25,Are you going to vote in the next election?,3,politics,your partner will vote in the next election?,3,politics,1,low,religion,33,Are you affiliated with any organized religion?,4,racial-coffee
53976390fdf99b73530fe503,26,Do you enjoy museums?,3,preferences,your partner enjoys museums?,3,preferences,1,low,religion,33,Are you affiliated with any organized religion?,4,racial-coffee
53976390fdf99b73530fe503,27,Do you attend live music concerts?,4,preferences,your partner attends live music concerts?,3,preferences,1,low,religion,33,Are you affiliated with any organized religion?,4,racial-coffee
53976390fdf99b73530fe503,28,Do you prefer TV shows over movies?,3,preferences,your partner prefers TV shows over movies?,3,preferences,1,low,religion,33,Are you affiliated with any organized religion?,4,racial-coffee
53976390fdf99b73530fe503,29,Do you enjoy reading?,4,preferences,your partner enjoys reading?,3,preferences,1,low,religion,33,Are you affiliated with any organized religion?,4,racial-coffee
53976390fdf99b73530fe503,30,Do you create art?,4,preferences,your partner creates art?,3,preferences,1,low,religion,33,Are you affiliated with any organized religion?,4,racial-coffee
53976390fdf99b73530fe503,31,Do you regularly attend religious services?,1,religion,your partner regularly attends religious services?,3,religion,1,low,religion,33,Are you affiliated with any organized religion?,4,racial-coffee
53976390fdf99b73530fe503,32,Are you a spiritual person?,1,religion,your partner is a spiritual person?,3,religion,1,low,religion,33,Are you affiliated with any organized religion?,4,racial-coffee
53976390fdf99b73530fe503,33,Are you affiliated with any organized religion?,1,religion,your partner is affiliated with any organized religion?,5,religion,0,low,religion,33,Are you affiliated with any organized religion?,4,racial-coffee
53976390fdf99b73530fe503,34,Do you believe in God or a higher power?,3,religion,your partner believes in God or a higher power?,4,religion,0,low,religion,33,Are you affiliated with any organized religion?,4,racial-coffee
53976390fdf99b73530fe503,35,Do you believe in an afterlife?,3,religion,your partner believes in an afterlife?,5,religion,0,low,religion,33,Are you affiliated with any organized religion?,4,racial-coffee
55b5f6b6fdf99b713277dc94,1,Do you exercise regularly?,4,arbitrary,your partner exercises regularly?,3,arbitrary,0,low,religion,32,Are you a spiritual person?,4,comparable-jade
55b5f6b6fdf99b713277dc94,2,Do you enjoy being outdoors?,4,arbitrary,your partner enjoys being outdoors?,3,arbitrary,0,low,religion,32,Are you a spiritual person?,4,comparable-jade
55b5f6b6fdf99b713277dc94,3,Do you work from home?,4,arbitrary,your partner works from home?,3,arbitrary,0,low,religion,32,Are you a spiritual person?,4,comparable-jade
55b5f6b6fdf99b713277dc94,4,Do you go out on weekdays?,4,arbitrary,your partner goes out on weekdays?,3,arbitrary,0,low,religion,32,Are you a spiritual person?,4,comparable-jade
55b5f6b6fdf99b713277dc94,5,Do you eat breakfast?,4,arbitrary,your partner eats breakfast?,3,arbitrary,0,low,religion,32,Are you a spiritual person?,4,comparable-jade
55b5f6b6fdf99b713277dc94,6,Have you stayed in the same place for your entire life?,4,background,your partner has stayed in the same place for your entire life?,3,background,0,low,religion,32,Are you a spiritual person?,4,comparable-jade
55b5f6b6fdf99b713277dc94,7,Did you or your family immigrate to a new country?,1,background,your partner or their family immigrated to a new country?,3,background,0,low,religion,32,Are you a spiritual person?,4,comparable-jade
55b5f6b6fdf99b713277dc94,8,Do you enjoy spending time with your family?,4,background,your partner enjoys spending time with their family?,3,background,0,low,religion,32,Are you a spiritual person?,4,comparable-jade
55b5f6b6fdf99b713277dc94,9,Do you live in a city?,5,background,your partner lives in a city?,3,background,0,low,religion,32,Are you a spiritual person?,4,comparable-jade
55b5f6b6fdf99b713277dc94,10,Do you live in a warm climate?,4,background,your partner lives in a warm climate?,3,background,0,low,religion,32,Are you a spiritual person?,4,comparable-jade
55b5f6b6fdf99b713277dc94,11,Are you a parent or caregiver?,1,identity,your partner is a parent or caregiver?,3,identity,0,low,religion,32,Are you a spiritual person?,4,comparable-jade
55b5f6b6fdf99b713277dc94,12,Do you identify as the gender which you were assigned at birth?,5,identity,your partner identifies as the gender they were assigned at birth?,3,identity,0,low,religion,32,Are you a spiritual person?,4,comparable-jade
55b5f6b6fdf99b713277dc94,13,Do you identify as heterosexual?,5,identity,your partner identifies as heterosexual?,3,identity,0,low,religion,32,Are you a spiritual person?,4,comparable-jade
55b5f6b6fdf99b713277dc94,14,Do you feel like an outsider in your local community?,3,identity,your partner feels like an outsider in their local community?,3,identity,0,low,religion,32,Are you a spiritual person?,4,comparable-jade
55b5f6b6fdf99b713277dc94,15,Are you married or dating someone?,2,identity,your partner is married or dating someone?,3,identity,0,low,religion,32,Are you a spiritual person?,4,comparable-jade
55b5f6b6fdf99b713277dc94,16,Can stealing ever be justified?,4,morality,your partner believes stealing can be justified?,3,morality,0,low,religion,32,Are you a spiritual person?,4,comparable-jade
55b5f6b6fdf99b713277dc94,17,Is lying acceptable?,4,morality,your partner believes lying is acceptable?,3,morality,0,low,religion,32,Are you a spiritual person?,4,comparable-jade
55b5f6b6fdf99b713277dc94,18,Are people innately good?,2,morality,your partner believes people are innately good?,3,morality,0,low,religion,32,Are you a spiritual person?,4,comparable-jade
55b5f6b6fdf99b713277dc94,19,Can a machine be moral?,1,morality,your partner believes a machine can be moral?,3,morality,0,low,religion,32,Are you a spiritual person?,4,comparable-jade
55b5f6b6fdf99b713277dc94,20,Is it ethical to eat meat?,2,morality,your partner believes it is ethical to eat meat?,3,morality,0,low,religion,32,Are you a spiritual person?,4,comparable-jade
55b5f6b6fdf99b713277dc94,21,Do you feel like the country is moving in the right direction?,2,politics,your partner believes the country is moving in the right direction?,3,politics,0,low,religion,32,Are you a spiritual person?,4,comparable-jade
55b5f6b6fdf99b713277dc94,22,Do you think elected officials work to support the public's best interest?,1,politics,your partner believes elected officials work to support the public's best interest?,3,politics,0,low,religion,32,Are you a spiritual person?,4,comparable-jade
55b5f6b6fdf99b713277dc94,23,Do you affiliate with any political party?,4,politics,your partner affiliates with any political party?,3,politics,0,low,religion,32,Are you a spiritual person?,4,comparable-jade
55b5f6b6fdf99b713277dc94,24,Should events in politicians' personal lives impact their ability to hold public office?,5,politics,your partner believes events in politicians' personal lives should impact their ability to hold public office?,3,politics,0,low,religion,32,Are you a spiritual person?,4,comparable-jade
55b5f6b6fdf99b713277dc94,25,Are you going to vote in the next election?,5,politics,your partner will vote in the next election?,3,politics,0,low,religion,32,Are you a spiritual person?,4,comparable-jade
55b5f6b6fdf99b713277dc94,26,Do you enjoy museums?,4,preferences,your partner enjoys museums?,3,preferences,0,low,religion,32,Are you a spiritual person?,4,comparable-jade
55b5f6b6fdf99b713277dc94,27,Do you attend live music concerts?,4,preferences,your partner attends live music concerts?,3,preferences,0,low,religion,32,Are you a spiritual person?,4,comparable-jade
55b5f6b6fdf99b713277dc94,28,Do you prefer TV shows over movies?,2,preferences,your partner prefers TV shows over movies?,3,preferences,0,low,religion,32,Are you a spiritual person?,4,comparable-jade
55b5f6b6fdf99b713277dc94,29,Do you enjoy reading?,5,preferences,your partner enjoys reading?,3,preferences,0,low,religion,32,Are you a spiritual person?,4,comparable-jade
55b5f6b6fdf99b713277dc94,30,Do you create art?,4,preferences,your partner creates art?,3,preferences,0,low,religion,32,Are you a spiritual person?,4,comparable-jade
55b5f6b6fdf99b713277dc94,31,Do you regularly attend religious services?,1,religion,your partner regularly attends religious services?,3,religion,0,low,religion,32,Are you a spiritual person?,4,comparable-jade
55b5f6b6fdf99b713277dc94,32,Are you a spiritual person?,1,religion,your partner is a spiritual person?,3,religion,0,low,religion,32,Are you a spiritual person?,4,comparable-jade
55b5f6b6fdf99b713277dc94,33,Are you affiliated with any organized religion?,1,religion,your partner is affiliated with any organized religion?,3,religion,0,low,religion,32,Are you a spiritual person?,4,comparable-jade
55b5f6b6fdf99b713277dc94,34,Do you believe in God or a higher power?,1,religion,your partner believes in God or a higher power?,3,religion,0,low,religion,32,Are you a spiritual person?,4,comparable-jade
55b5f6b6fdf99b713277dc94,35,Do you believe in an afterlife?,3,religion,your partner believes in an afterlife?,3,religion,0,low,religion,32,Are you a spiritual person?,4,comparable-jade
55bb9ae7fdf99b26d27fda01,1,Do you exercise regularly?,2,arbitrary,your partner exercises regularly?,2,arbitrary,1,low,religion,31,Do you regularly attend religious services?,4,jolly-black
55bb9ae7fdf99b26d27fda01,2,Do you enjoy being outdoors?,4,arbitrary,your partner enjoys being outdoors?,4,arbitrary,1,low,religion,31,Do you regularly attend religious services?,4,jolly-black
55bb9ae7fdf99b26d27fda01,3,Do you work from home?,5,arbitrary,your partner works from home?,2,arbitrary,0,low,religion,31,Do you regularly attend religious services?,4,jolly-black
55bb9ae7fdf99b26d27fda01,4,Do you go out on weekdays?,4,arbitrary,your partner goes out on weekdays?,2,arbitrary,0,low,religion,31,Do you regularly attend religious services?,4,jolly-black
55bb9ae7fdf99b26d27fda01,5,Do you eat breakfast?,4,arbitrary,your partner eats breakfast?,2,arbitrary,0,low,religion,31,Do you regularly attend religious services?,4,jolly-black
55bb9ae7fdf99b26d27fda01,6,Have you stayed in the same place for your entire life?,1,background,your partner has stayed in the same place for your entire life?,4,background,1,low,religion,31,Do you regularly attend religious services?,4,jolly-black
55bb9ae7fdf99b26d27fda01,7,Did you or your family immigrate to a new country?,2,background,your partner or their family immigrated to a new country?,2,background,1,low,religion,31,Do you regularly attend religious services?,4,jolly-black
55bb9ae7fdf99b26d27fda01,8,Do you enjoy spending time with your family?,4,background,your partner enjoys spending time with their family?,4,background,1,low,religion,31,Do you regularly attend religious services?,4,jolly-black
55bb9ae7fdf99b26d27fda01,9,Do you live in a city?,2,background,your partner lives in a city?,2,background,1,low,religion,31,Do you regularly attend religious services?,4,jolly-black
55bb9ae7fdf99b26d27fda01,10,Do you live in a warm climate?,5,background,your partner lives in a warm climate?,2,background,0,low,religion,31,Do you regularly attend religious services?,4,jolly-black
55bb9ae7fdf99b26d27fda01,11,Are you a parent or caregiver?,1,identity,your partner is a parent or caregiver?,4,identity,0,low,religion,31,Do you regularly attend religious services?,4,jolly-black
55bb9ae7fdf99b26d27fda01,12,Do you identify as the gender which you were assigned at birth?,5,identity,your partner identifies as the gender they were assigned at birth?,5,identity,1,low,religion,31,Do you regularly attend religious services?,4,jolly-black
55bb9ae7fdf99b26d27fda01,13,Do you identify as heterosexual?,2,identity,your partner identifies as heterosexual?,5,identity,0,low,religion,31,Do you regularly attend religious services?,4,jolly-black
55bb9ae7fdf99b26d27fda01,14,Do you feel like an outsider in your local community?,2,identity,your partner feels like an outsider in their local community?,2,identity,1,low,religion,31,Do you regularly attend religious services?,4,jolly-black
55bb9ae7fdf99b26d27fda01,15,Are you married or dating someone?,5,identity,your partner is married or dating someone?,4,identity,1,low,religion,31,Do you regularly attend religious services?,4,jolly-black
55bb9ae7fdf99b26d27fda01,16,Can stealing ever be justified?,4,morality,your partner believes stealing can be justified?,1,morality,0,low,religion,31,Do you regularly attend religious services?,4,jolly-black
55bb9ae7fdf99b26d27fda01,17,Is lying acceptable?,2,morality,your partner believes lying is acceptable?,2,morality,0,low,religion,31,Do you regularly attend religious services?,4,jolly-black
55bb9ae7fdf99b26d27fda01,18,Are people innately good?,4,morality,your partner believes people are innately good?,4,morality,1,low,religion,31,Do you regularly attend religious services?,4,jolly-black
55bb9ae7fdf99b26d27fda01,19,Can a machine be moral?,2,morality,your partner believes a machine can be moral?,1,morality,0,low,religion,31,Do you regularly attend religious services?,4,jolly-black
55bb9ae7fdf99b26d27fda01,20,Is it ethical to eat meat?,5,morality,your partner believes it is ethical to eat meat?,2,morality,0,low,religion,31,Do you regularly attend religious services?,4,jolly-black
55bb9ae7fdf99b26d27fda01,21,Do you feel like the country is moving in the right direction?,2,politics,your partner believes the country is moving in the right direction?,4,politics,1,low,religion,31,Do you regularly attend religious services?,4,jolly-black
55bb9ae7fdf99b26d27fda01,22,Do you think elected officials work to support the public's best interest?,4,politics,your partner believes elected officials work to support the public's best interest?,4,politics,1,low,religion,31,Do you regularly attend religious services?,4,jolly-black
55bb9ae7fdf99b26d27fda01,23,Do you affiliate with any political party?,4,politics,your partner affiliates with any political party?,4,politics,1,low,religion,31,Do you regularly attend religious services?,4,jolly-black
55bb9ae7fdf99b26d27fda01,24,Should events in politicians' personal lives impact their ability to hold public office?,4,politics,your partner believes events in politicians' personal lives should impact their ability to hold public office?,5,politics,1,low,religion,31,Do you regularly attend religious services?,4,jolly-black
55bb9ae7fdf99b26d27fda01,25,Are you going to vote in the next election?,4,politics,your partner will vote in the next election?,4,politics,1,low,religion,31,Do you regularly attend religious services?,4,jolly-black
55bb9ae7fdf99b26d27fda01,26,Do you enjoy museums?,4,preferences,your partner enjoys museums?,4,preferences,1,low,religion,31,Do you regularly attend religious services?,4,jolly-black
55bb9ae7fdf99b26d27fda01,27,Do you attend live music concerts?,4,preferences,your partner attends live music concerts?,2,preferences,0,low,religion,31,Do you regularly attend religious services?,4,jolly-black
55bb9ae7fdf99b26d27fda01,28,Do you prefer TV shows over movies?,5,preferences,your partner prefers TV shows over movies?,2,preferences,0,low,religion,31,Do you regularly attend religious services?,4,jolly-black
55bb9ae7fdf99b26d27fda01,29,Do you enjoy reading?,4,preferences,your partner enjoys reading?,4,preferences,1,low,religion,31,Do you regularly attend religious services?,4,jolly-black
55bb9ae7fdf99b26d27fda01,30,Do you create art?,2,preferences,your partner creates art?,2,preferences,0,low,religion,31,Do you regularly attend religious services?,4,jolly-black
55bb9ae7fdf99b26d27fda01,31,Do you regularly attend religious services?,1,religion,your partner regularly attends religious services?,5,religion,0,low,religion,31,Do you regularly attend religious services?,4,jolly-black
55bb9ae7fdf99b26d27fda01,32,Are you a spiritual person?,1,religion,your partner is a spiritual person?,5,religion,0,low,religion,31,Do you regularly attend religious services?,4,jolly-black
55bb9ae7fdf99b26d27fda01,33,Are you affiliated with any organized religion?,1,religion,your partner is affiliated with any organized religion?,5,religion,0,low,religion,31,Do you regularly attend religious services?,4,jolly-black
55bb9ae7fdf99b26d27fda01,34,Do you believe in God or a higher power?,1,religion,your partner believes in God or a higher power?,4,religion,0,low,religion,31,Do you regularly attend religious services?,4,jolly-black
55bb9ae7fdf99b26d27fda01,35,Do you believe in an afterlife?,1,religion,your partner believes in an afterlife?,4,religion,1,low,religion,31,Do you regularly attend religious services?,4,jolly-black
55d4d11258c35800113dc2ab,1,Do you exercise regularly?,5,arbitrary,your partner exercises regularly?,2,arbitrary,0,low,religion,34,Do you believe in God or a higher power?,4,secure-blue
55d4d11258c35800113dc2ab,2,Do you enjoy being outdoors?,5,arbitrary,your partner enjoys being outdoors?,4,arbitrary,1,low,religion,34,Do you believe in God or a higher power?,4,secure-blue
55d4d11258c35800113dc2ab,3,Do you work from home?,1,arbitrary,your partner works from home?,2,arbitrary,1,low,religion,34,Do you believe in God or a higher power?,4,secure-blue
55d4d11258c35800113dc2ab,4,Do you go out on weekdays?,5,arbitrary,your partner goes out on weekdays?,4,arbitrary,1,low,religion,34,Do you believe in God or a higher power?,4,secure-blue
55d4d11258c35800113dc2ab,5,Do you eat breakfast?,5,arbitrary,your partner eats breakfast?,4,arbitrary,1,low,religion,34,Do you believe in God or a higher power?,4,secure-blue
55d4d11258c35800113dc2ab,6,Have you stayed in the same place for your entire life?,1,background,your partner has stayed in the same place for your entire life?,3,background,0,low,religion,34,Do you believe in God or a higher power?,4,secure-blue
55d4d11258c35800113dc2ab,7,Did you or your family immigrate to a new country?,1,background,your partner or their family immigrated to a new country?,2,background,0,low,religion,34,Do you believe in God or a higher power?,4,secure-blue
55d4d11258c35800113dc2ab,8,Do you enjoy spending time with your family?,5,background,your partner enjoys spending time with their family?,2,background,0,low,religion,34,Do you believe in God or a higher power?,4,secure-blue
55d4d11258c35800113dc2ab,9,Do you live in a city?,5,background,your partner lives in a city?,3,background,0,low,religion,34,Do you believe in God or a higher power?,4,secure-blue
55d4d11258c35800113dc2ab,10,Do you live in a warm climate?,1,background,your partner lives in a warm climate?,3,background,0,low,religion,34,Do you believe in God or a higher power?,4,secure-blue
55d4d11258c35800113dc2ab,11,Are you a parent or caregiver?,1,identity,your partner is a parent or caregiver?,2,identity,1,low,religion,34,Do you believe in God or a higher power?,4,secure-blue
55d4d11258c35800113dc2ab,12,Do you identify as the gender which you were assigned at birth?,5,identity,your partner identifies as the gender they were assigned at birth?,3,identity,1,low,religion,34,Do you believe in God or a higher power?,4,secure-blue
55d4d11258c35800113dc2ab,13,Do you identify as heterosexual?,1,identity,your partner identifies as heterosexual?,3,identity,0,low,religion,34,Do you believe in God or a higher power?,4,secure-blue
55d4d11258c35800113dc2ab,14,Do you feel like an outsider in your local community?,1,identity,your partner feels like an outsider in their local community?,2,identity,1,low,religion,34,Do you believe in God or a higher power?,4,secure-blue
55d4d11258c35800113dc2ab,15,Are you married or dating someone?,5,identity,your partner is married or dating someone?,4,identity,1,low,religion,34,Do you believe in God or a higher power?,4,secure-blue
55d4d11258c35800113dc2ab,16,Can stealing ever be justified?,1,morality,your partner believes stealing can be justified?,4,morality,0,low,religion,34,Do you believe in God or a higher power?,4,secure-blue
55d4d11258c35800113dc2ab,17,Is lying acceptable?,2,morality,your partner believes lying is acceptable?,3,morality,0,low,religion,34,Do you believe in God or a higher power?,4,secure-blue
55d4d11258c35800113dc2ab,18,Are people innately good?,2,morality,your partner believes people are innately good?,2,morality,1,low,religion,34,Do you believe in God or a higher power?,4,secure-blue
55d4d11258c35800113dc2ab,19,Can a machine be moral?,1,morality,your partner believes a machine can be moral?,1,morality,1,low,religion,34,Do you believe in God or a higher power?,4,secure-blue
55d4d11258c35800113dc2ab,20,Is it ethical to eat meat?,5,morality,your partner believes it is ethical to eat meat?,5,morality,1,low,religion,34,Do you believe in God or a higher power?,4,secure-blue
55d4d11258c35800113dc2ab,21,Do you feel like the country is moving in the right direction?,4,politics,your partner believes the country is moving in the right direction?,2,politics,0,low,religion,34,Do you believe in God or a higher power?,4,secure-blue
55d4d11258c35800113dc2ab,22,Do you think elected officials work to support the public's best interest?,4,politics,your partner believes elected officials work to support the public's best interest?,2,politics,0,low,religion,34,Do you believe in God or a higher power?,4,secure-blue
55d4d11258c35800113dc2ab,23,Do you affiliate with any political party?,5,politics,your partner affiliates with any political party?,4,politics,0,low,religion,34,Do you believe in God or a higher power?,4,secure-blue
55d4d11258c35800113dc2ab,24,Should events in politicians' personal lives impact their ability to hold public office?,4,politics,your partner believes events in politicians' personal lives should impact their ability to hold public office?,2,politics,0,low,religion,34,Do you believe in God or a higher power?,4,secure-blue
55d4d11258c35800113dc2ab,25,Are you going to vote in the next election?,5,politics,your partner will vote in the next election?,3,politics,0,low,religion,34,Do you believe in God or a higher power?,4,secure-blue
55d4d11258c35800113dc2ab,26,Do you enjoy museums?,5,preferences,your partner enjoys museums?,3,preferences,0,low,religion,34,Do you believe in God or a higher power?,4,secure-blue
55d4d11258c35800113dc2ab,27,Do you attend live music concerts?,1,preferences,your partner attends live music concerts?,4,preferences,0,low,religion,34,Do you believe in God or a higher power?,4,secure-blue
55d4d11258c35800113dc2ab,28,Do you prefer TV shows over movies?,5,preferences,your partner prefers TV shows over movies?,2,preferences,0,low,religion,34,Do you believe in God or a higher power?,4,secure-blue
55d4d11258c35800113dc2ab,29,Do you enjoy reading?,5,preferences,your partner enjoys reading?,4,preferences,1,low,religion,34,Do you believe in God or a higher power?,4,secure-blue
55d4d11258c35800113dc2ab,30,Do you create art?,1,preferences,your partner creates art?,2,preferences,1,low,religion,34,Do you believe in God or a higher power?,4,secure-blue
55d4d11258c35800113dc2ab,31,Do you regularly attend religious services?,1,religion,your partner regularly attends religious services?,1,religion,1,low,religion,34,Do you believe in God or a higher power?,4,secure-blue
55d4d11258c35800113dc2ab,32,Are you a spiritual person?,5,religion,your partner is a spiritual person?,3,religion,0,low,religion,34,Do you believe in God or a higher power?,4,secure-blue
55d4d11258c35800113dc2ab,33,Are you affiliated with any organized religion?,1,religion,your partner is affiliated with any organized religion?,1,religion,1,low,religion,34,Do you believe in God or a higher power?,4,secure-blue
55d4d11258c35800113dc2ab,34,Do you believe in God or a higher power?,5,religion,your partner believes in God or a higher power?,1,religion,0,low,religion,34,Do you believe in God or a higher power?,4,secure-blue
55d4d11258c35800113dc2ab,35,Do you believe in an afterlife?,5,religion,your partner believes in an afterlife?,2,religion,0,low,religion,34,Do you believe in God or a higher power?,4,secure-blue
55dbdc9d50a1f7001190d753,1,Do you exercise regularly?,5,arbitrary,your partner exercises regularly?,2,arbitrary,1,low,religion,32,Are you a spiritual person?,4,powerful-orange
55dbdc9d50a1f7001190d753,2,Do you enjoy being outdoors?,4,arbitrary,your partner enjoys being outdoors?,5,arbitrary,1,low,religion,32,Are you a spiritual person?,4,powerful-orange
55dbdc9d50a1f7001190d753,3,Do you work from home?,4,arbitrary,your partner works from home?,5,arbitrary,1,low,religion,32,Are you a spiritual person?,4,powerful-orange
55dbdc9d50a1f7001190d753,4,Do you go out on weekdays?,2,arbitrary,your partner goes out on weekdays?,5,arbitrary,0,low,religion,32,Are you a spiritual person?,4,powerful-orange
55dbdc9d50a1f7001190d753,5,Do you eat breakfast?,5,arbitrary,your partner eats breakfast?,4,arbitrary,0,low,religion,32,Are you a spiritual person?,4,powerful-orange
55dbdc9d50a1f7001190d753,6,Have you stayed in the same place for your entire life?,1,background,your partner has stayed in the same place for your entire life?,1,background,1,low,religion,32,Are you a spiritual person?,4,powerful-orange
55dbdc9d50a1f7001190d753,7,Did you or your family immigrate to a new country?,1,background,your partner or their family immigrated to a new country?,1,background,1,low,religion,32,Are you a spiritual person?,4,powerful-orange
55dbdc9d50a1f7001190d753,8,Do you enjoy spending time with your family?,5,background,your partner enjoys spending time with their family?,4,background,1,low,religion,32,Are you a spiritual person?,4,powerful-orange
55dbdc9d50a1f7001190d753,9,Do you live in a city?,5,background,your partner lives in a city?,5,background,1,low,religion,32,Are you a spiritual person?,4,powerful-orange
55dbdc9d50a1f7001190d753,10,Do you live in a warm climate?,2,background,your partner lives in a warm climate?,4,background,0,low,religion,32,Are you a spiritual person?,4,powerful-orange
55dbdc9d50a1f7001190d753,11,Are you a parent or caregiver?,1,identity,your partner is a parent or caregiver?,1,identity,1,low,religion,32,Are you a spiritual person?,4,powerful-orange
55dbdc9d50a1f7001190d753,12,Do you identify as the gender which you were assigned at birth?,5,identity,your partner identifies as the gender they were assigned at birth?,5,identity,1,low,religion,32,Are you a spiritual person?,4,powerful-orange
55dbdc9d50a1f7001190d753,13,Do you identify as heterosexual?,5,identity,your partner identifies as heterosexual?,5,identity,1,low,religion,32,Are you a spiritual person?,4,powerful-orange
55dbdc9d50a1f7001190d753,14,Do you feel like an outsider in your local community?,2,identity,your partner feels like an outsider in their local community?,2,identity,0,low,religion,32,Are you a spiritual person?,4,powerful-orange
55dbdc9d50a1f7001190d753,15,Are you married or dating someone?,1,identity,your partner is married or dating someone?,2,identity,0,low,religion,32,Are you a spiritual person?,4,powerful-orange
55dbdc9d50a1f7001190d753,16,Can stealing ever be justified?,4,morality,your partner believes stealing can be justified?,3,morality,1,low,religion,32,Are you a spiritual person?,4,powerful-orange
55dbdc9d50a1f7001190d753,17,Is lying acceptable?,4,morality,your partner believes lying is acceptable?,4,morality,1,low,religion,32,Are you a spiritual person?,4,powerful-orange
55dbdc9d50a1f7001190d753,18,Are people innately good?,2,morality,your partner believes people are innately good?,2,morality,0,low,religion,32,Are you a spiritual person?,4,powerful-orange
