group_id,time_bin,bin_seconds,question,stance,question_category,question_domain,predicted_agreement,actual_agreement
enthusiastic-coffee,11,165,4,opposing,different_domain,arbitrary,0.5,False
enthusiastic-coffee,11,165,5,opposing,different_domain,arbitrary,0.75,True
enthusiastic-coffee,11,165,6,opposing,same_domain,background,0.55,True
enthusiastic-coffee,11,165,7,opposing,same_domain,background,0.85,True
enthusiastic-coffee,11,165,8,opposing,same_domain,background,0.8,True
enthusiastic-coffee,11,165,9,opposing,same_domain,background,0.5,True
enthusiastic-coffee,11,165,10,opposing,matched,background,0.88,True
enthusiastic-coffee,11,165,11,opposing,different_domain,identity,0.5,True
enthusiastic-coffee,11,165,12,opposing,different_domain,identity,0.95,True
enthusiastic-coffee,11,165,13,opposing,different_domain,identity,0.9,True
enthusiastic-coffee,11,165,14,opposing,different_domain,identity,0.5,True
enthusiastic-coffee,11,165,15,opposing,different_domain,identity,0.5,True
enthusiastic-coffee,11,165,16,opposing,different_domain,morality,0.7,True
enthusiastic-coffee,11,165,17,opposing,different_domain,morality,0.65,True
enthusiastic-coffee,11,165,18,opposing,different_domain,morality,0.65,True
enthusiastic-coffee,11,165,19,opposing,different_domain,morality,0.6,True
enthusiastic-coffee,11,165,20,opposing,different_domain,morality,0.85,True
enthusiastic-coffee,11,165,21,opposing,different_domain,politics,0.5,True
enthusiastic-coffee,11,165,22,opposing,different_domain,politics,0.65,True
enthusiastic-coffee,11,165,23,opposing,different_domain,politics,0.5,False
enthusiastic-coffee,11,165,24,opposing,different_domain,politics,0.5,True
enthusiastic-coffee,11,165,25,opposing,different_domain,politics,0.75,True
enthusiastic-coffee,11,165,26,opposing,different_domain,preferences,0.6,True
enthusiastic-coffee,11,165,27,opposing,different_domain,preferences,0.6,False
enthusiastic-coffee,11,165,28,opposing,different_domain,preferences,0.5,True
enthusiastic-coffee,11,165,29,opposing,different_domain,preferences,0.65,True
enthusiastic-coffee,11,165,30,opposing,different_domain,preferences,0.45,True
enthusiastic-coffee,11,165,31,opposing,different_domain,religion,0.55,True
enthusiastic-coffee,11,165,32,opposing,different_domain,religion,0.6,True
enthusiastic-coffee,11,165,33,opposing,different_domain,religion,0.55,False
enthusiastic-coffee,11,165,34,opposing,different_domain,religion,0.68,True
enthusiastic-coffee,11,165,35,opposing,different_domain,religion,0.65,True
puzzled-purple,12,180,1,opposing,different_domain,arbitrary,0.65,False
puzzled-purple,12,180,2,opposing,different_domain,arbitrary,0.75,False
puzzled-purple,12,180,3,opposing,different_domain,arbitrary,0.45,True
puzzled-purple,12,180,4,opposing,different_domain,arbitrary,0.6,True
puzzled-purple,12,180,5,opposing,different_domain,arbitrary,0.7,True
puzzled-purple,12,180,6,opposing,different_domain,background,0.5,False
puzzled-purple,12,180,7,opposing,different_domain,background,0.85,False
puzzled-purple,12,180,8,opposing,different_domain,background,0.75,True
puzzled-purple,12,180,9,opposing,different_domain,background,0.55,False
puzzled-purple,12,180,10,opposing,different_domain,background,0.5,True
puzzled-purple,12,180,11,opposing,different_domain,identity,0.6,False
puzzled-purple,12,180,12,opposing,different_domain,identity,0.92,True
puzzled-purple,12,180,13,opposing,different_domain,identity,0.88,False
puzzled-purple,12,180,14,opposing,different_domain,identity,0.5,True
puzzled-purple,12,180,15,opposing,different_domain,identity,0.65,False
puzzled-purple,12,180,16,opposing,same_domain,morality,0.42,True
puzzled-purple,12,180,17,opposing,same_domain,morality,0.45,False
puzzled-purple,12,180,18,opposing,same_domain,morality,0.55,True
puzzled-purple,12,180,19,opposing,matched,morality,0.35,True
puzzled-purple,12,180,20,opposing,same_domain,morality,0.52,False
puzzled-purple,12,180,21,opposing,different_domain,politics,0.4,True
puzzled-purple,12,180,22,opposing,different_domain,politics,0.45,True
puzzled-purple,12,180,23,opposing,different_domain,politics,0.38,True
puzzled-purple,12,180,24,opposing,different_domain,politics,0.5,True
puzzled-purple,12,180,25,opposing,different_domain,politics,0.78,True
puzzled-purple,12,180,26,opposing,different_domain,preferences,0.6,True
puzzled-purple,12,180,27,opposing,different_domain,preferences,0.6,True
puzzled-purple,12,180,28,opposing,different_domain,preferences,0.5,False
puzzled-purple,12,180,29,opposing,different_domain,preferences,0.62,True
puzzled-purple,12,180,30,opposing,different_domain,preferences,0.48,True
puzzled-purple,12,180,31,opposing,different_domain,religion,0.35,True
puzzled-purple,12,180,32,opposing,different_domain,religion,0.4,False
puzzled-purple,12,180,33,opposing,different_domain,religion,0.38,False
puzzled-purple,12,180,34,opposing,different_domain,religion,0.42,True
puzzled-purple,12,180,35,opposing,different_domain,religion,0.4,True
terrible-azure,7,105,1,opposing,different_domain,arbitrary,0.55,True
terrible-azure,7,105,2,opposing,different_domain,arbitrary,0.6,True
terrible-azure,7,105,3,opposing,different_domain,arbitrary,0.5,False
terrible-azure,7,105,4,opposing,different_domain,arbitrary,0.3,True
terrible-azure,7,105,5,opposing,different_domain,arbitrary,0.75,True
terrible-azure,7,105,6,opposing,different_domain,background,0.5,True
terrible-azure,7,105,7,opposing,different_domain,background,0.85,False
terrible-azure,7,105,8,opposing,different_domain,background,0.35,False
terrible-azure,7,105,9,opposing,different_domain,background,0.4,False
terrible-azure,7,105,10,opposing,different_domain,background,0.5,False
terrible-azure,7,105,11,opposing,matched,identity,0.01,False
terrible-azure,7,105,12,opposing,same_domain,identity,0.95,True
terrible-azure,7,105,13,opposing,same_domain,identity,0.9,True
terrible-azure,7,105,14,opposing,same_domain,identity,0.3,True
terrible-azure,7,105,15,opposing,same_domain,identity,0.02,False
terrible-azure,7,105,16,opposing,different_domain,morality,0.5,False
terrible-azure,7,105,17,opposing,different_domain,morality,0.5,False
terrible-azure,7,105,18,opposing,different_domain,morality,0.55,True
terrible-azure,7,105,19,opposing,different_domain,morality,0.45,True
terrible-azure,7,105,20,opposing,different_domain,morality,0.5,True
terrible-azure,7,105,21,opposing,different_domain,politics,0.45,True
terrible-azure,7,105,22,opposing,different_domain,politics,0.45,True
terrible-azure,7,105,23,opposing,different_domain,politics,0.4,False
terrible-azure,7,105,24,opposing,different_domain,politics,0.5,True
terrible-azure,7,105,25,opposing,different_domain,politics,0.8,True
terrible-azure,7,105,26,opposing,different_domain,preferences,0.55,True
terrible-azure,7,105,27,opposing,different_domain,preferences,0.35,False
terrible-azure,7,105,28,opposing,different_domain,preferences,0.5,True
terrible-azure,7,105,29,opposing,different_domain,preferences,0.5,True
terrible-azure,7,105,30,opposing,different_domain,preferences,0.45,False
terrible-azure,7,105,31,opposing,different_domain,religion,0.35,True
terrible-azure,7,105,32,opposing,different_domain,religion,0.45,True
terrible-azure,7,105,33,opposing,different_domain,religion,0.35,False
terrible-azure,7,105,34,opposing,different_domain,religion,0.4,True
terrible-azure,7,105,35,opposing,different_domain,religion,0.4,True
creative-lavender,5,75,2,shared,different_domain,arbitrary,0.5,False
creative-lavender,5,75,25,shared,same_domain,politics,0.65,True
creative-lavender,5,75,1,shared,different_domain,arbitrary,0.5,True
creative-lavender,5,75,5,shared,different_domain,arbitrary,0.5,True
creative-lavender,5,75,33,shared,different_domain,religion,0.5,True
creative-lavender,5,75,24,shared,same_domain,politics,0.55,True
creative-lavender,5,75,19,shared,different_domain,morality,0.5,True
creative-lavender,5,75,31,shared,different_domain,religion,0.5,True
creative-lavender,5,75,15,shared,different_domain,identity,0.5,True
creative-lavender,5,75,7,shared,different_domain,background,0.5,True
creative-lavender,5,75,3,shared,different_domain,arbitrary,0.5,False
creative-lavender,5,75,10,shared,different_domain,background,0.5,True
creative-lavender,5,75,22,shared,same_domain,politics,0.85,True
creative-lavender,5,75,23,shared,same_domain,politics,0.6,True
creative-lavender,5,75,29,shared,different_domain,preferences,0.5,True
creative-lavender,5,75,32,shared,different_domain,religion,0.5,True
creative-lavender,5,75,35,shared,different_domain,religion,0.5,True
creative-lavender,5,75,6,shared,different_domain,background,0.5,True
creative-lavender,5,75,34,shared,different_domain,religion,0.5,True
creative-lavender,5,75,26,shared,different_domain,preferences,0.5,True
creative-lavender,5,75,13,shared,different_domain,identity,0.5,False
creative-lavender,5,75,21,shared,matched,politics,0.99,True
creative-lavender,5,75,16,shared,different_domain,morality,0.55,True
creative-lavender,5,75,4,shared,different_domain,arbitrary,0.5,True
creative-lavender,5,75,12,shared,different_domain,identity,0.5,True
creative-lavender,5,75,28,shared,different_domain,preferences,0.5,True
creative-lavender,5,75,11,shared,different_domain,identity,0.5,True
creative-lavender,5,75,9,shared,different_domain,background,0.5,False
creative-lavender,5,75,27,shared,different_domain,preferences,0.5,False
creative-lavender,5,75,30,shared,different_domain,preferences,0.5,True
creative-lavender,5,75,8,shared,different_domain,background,0.5,True
creative-lavender,5,75,20,shared,different_domain,morality,0.55,True
creative-lavender,5,75,14,shared,different_domain,identity,0.6,True
creative-lavender,5,75,18,shared,different_domain,morality,0.55,True
creative-lavender,5,75,17,shared,different_domain,morality,0.55,True
generous-teal,0,0,1,shared,same_domain,arbitrary,0.52,False
generous-teal,0,0,2,shared,same_domain,arbitrary,0.65,True
generous-teal,0,0,3,shared,matched,arbitrary,0.58,True
generous-teal,0,0,4,shared,same_domain,arbitrary,0.45,False
generous-teal,0,0,5,shared,same_domain,arbitrary,0.6,True
generous-teal,0,0,6,shared,different_domain,background,0.4,True
generous-teal,0,0,7,shared,different_domain,background,0.85,True
generous-teal,0,0,8,shared,different_domain,background,0.78,False
generous-teal,0,0,9,shared,different_domain,background,0.48,True
generous-teal,0,0,10,shared,different_domain,background,0.42,False
generous-teal,0,0,11,shared,different_domain,identity,0.5,True
generous-teal,0,0,12,shared,different_domain,identity,0.95,True
generous-teal,0,0,13,shared,different_domain,identity,0.9,False
generous-teal,0,0,14,shared,different_domain,identity,0.45,False
generous-teal,0,0,15,shared,different_domain,identity,0.5,False
generous-teal,0,0,16,shared,different_domain,morality,0.82,True
generous-teal,0,0,17,shared,different_domain,morality,0.68,True
generous-teal,0,0,18,shared,different_domain,morality,0.55,False
generous-teal,0,0,19,shared,different_domain,morality,0.62,True
generous-teal,0,0,20,shared,different_domain,morality,0.75,True
generous-teal,0,0,21,shared,different_domain,politics,0.35,True
generous-teal,0,0,22,shared,different_domain,politics,0.38,True
generous-teal,0,0,23,shared,different_domain,politics,0.33,False
generous-teal,0,0,24,shared,different_domain,politics,0.45,True
generous-teal,0,0,25,shared,different_domain,politics,0.65,False
generous-teal,0,0,26,shared,different_domain,preferences,0.55,True
generous-teal,0,0,27,shared,different_domain,preferences,0.52,False
generous-teal,0,0,28,shared,different_domain,preferences,0.5,False
generous-teal,0,0,29,shared,different_domain,preferences,0.58,False
generous-teal,0,0,30,shared,different_domain,preferences,0.7,False
generous-teal,0,0,31,shared,different_domain,religion,0.45,False
generous-teal,0,0,32,shared,different_domain,religion,0.52,False
generous-teal,0,0,33,shared,different_domain,religion,0.48,False
generous-teal,0,0,34,shared,different_domain,religion,0.55,False
generous-teal,0,0,35,shared,different_domain,religion,0.53,False
professional-beige,2,30,1,shared,different_domain,arbitrary,0.52,False
professional-beige,2,30,2,shared,different_domain,arbitrary,0.55,True
professional-beige,2,30,3,shared,different_domain,arbitrary,0.48,True
professional-beige,2,30,4,shared,different_domain,arbitrary,0.42,True
professional-beige,2,30,5,shared,different_domain,arbitrary,0.65,False
professional-beige,2,30,6,shared,same_domain,background,0.58,True
professional-beige,2,30,7,shared,same_domain,background,0.5,False
professional-beige,2,30,8,shared,matched,background,0.82,True
professional-beige,2,30,9,shared,same_domain,background,0.5,True
professional-beige,2,30,10,shared,same_domain,background,0.45,True
professional-beige,2,30,11,shared,different_domain,identity,0.6,True
professional-beige,2,30,12,shared,different_domain,identity,0.92,False
professional-beige,2,30,13,shared,different_domain,identity,0.88,False
professional-beige,2,30,14,shared,different_domain,identity,0.45,True
professional-beige,2,30,15,shared,different_domain,identity,0.65,True
professional-beige,2,30,16,shared,different_domain,morality,0.85,True
professional-beige,2,30,17,shared,different_domain,morality,0.8,True
professional-beige,2,30,18,shared,different_domain,morality,0.55,True
professional-beige,2,30,19,shared,different_domain,morality,0.48,True
professional-beige,2,30,20,shared,different_domain,morality,0.52,True
professional-beige,2,30,21,shared,different_domain,politics,0.45,True
professional-beige,2,30,22,shared,different_domain,politics,0.4,False
professional-beige,2,30,23,shared,different_domain,politics,0.45,True
professional-beige,2,30,24,shared,different_domain,politics,0.55,True
professional-beige,2,30,25,shared,different_domain,politics,0.68,False
professional-beige,2,30,26,shared,different_domain,preferences,0.58,True
professional-beige,2,30,27,shared,different_domain,preferences,0.42,True
professional-beige,2,30,28,shared,different_domain,preferences,0.5,True
professional-beige,2,30,29,shared,different_domain,preferences,0.6,True
professional-beige,2,30,30,shared,different_domain,preferences,0.45,False
professional-beige,2,30,31,shared,different_domain,religion,0.48,True
professional-beige,2,30,32,shared,different_domain,religion,0.55,True
professional-beige,2,30,33,shared,different_domain,religion,0.45,False
professional-beige,2,30,34,shared,different_domain,religion,0.58,True
professional-beige,2,30,35,shared,different_domain,religion,0.55,True
coloured-magenta,3,45,1,shared,different_domain,arbitrary,0.6,True
coloured-magenta,3,45,2,shared,different_domain,arbitrary,0.65,True
coloured-magenta,3,45,3,shared,different_domain,arbitrary,0.5,True
coloured-magenta,3,45,4,shared,different_domain,arbitrary,0.75,True
coloured-magenta,3,45,5,shared,different_domain,arbitrary,0.55,True
coloured-magenta,3,45,6,shared,different_domain,background,0.5,False
coloured-magenta,3,45,7,shared,different_domain,background,0.8,True
coloured-magenta,3,45,8,shared,different_domain,background,0.9,True
coloured-magenta,3,45,9,shared,different_domain,background,0.5,False
coloured-magenta,3,45,10,shared,different_domain,background,0.5,True
coloured-magenta,3,45,11,shared,same_domain,identity,0.85,True
coloured-magenta,3,45,12,shared,same_domain,identity,0.95,True
coloured-magenta,3,45,13,shared,same_domain,identity,0.92,False
coloured-magenta,3,45,14,shared,same_domain,identity,0.7,True
coloured-magenta,3,45,15,shared,matched,identity,0.99,True
coloured-magenta,3,45,16,shared,different_domain,morality,0.8,True
coloured-magenta,3,45,17,shared,different_domain,morality,0.75,True
coloured-magenta,3,45,18,shared,different_domain,morality,0.65,True
coloured-magenta,3,45,19,shared,different_domain,morality,0.5,True
coloured-magenta,3,45,20,shared,different_domain,morality,0.85,True
coloured-magenta,3,45,21,shared,different_domain,politics,0.6,True
coloured-magenta,3,45,22,shared,different_domain,politics,0.65,True
coloured-magenta,3,45,23,shared,different_domain,politics,0.55,True
coloured-magenta,3,45,24,shared,different_domain,politics,0.6,True
coloured-magenta,3,45,25,shared,different_domain,politics,0.85,True
coloured-magenta,3,45,26,shared,different_domain,preferences,0.65,True
coloured-magenta,3,45,27,shared,different_domain,preferences,0.55,False
coloured-magenta,3,45,28,shared,different_domain,preferences,0.5,True
coloured-magenta,3,45,29,shared,different_domain,preferences,0.6,True
coloured-magenta,3,45,30,shared,different_domain,preferences,0.5,True
coloured-magenta,3,45,31,shared,different_domain,religion,0.65,True
coloured-magenta,3,45,32,shared,different_domain,religion,0.65,True
coloured-magenta,3,45,33,shared,different_domain,religion,0.65,False
coloured-magenta,3,45,34,shared,different_domain,religion,0.7,True
coloured-magenta,3,45,35,shared,different_domain,religion,0.7,True
shivering-black,0,0,1,shared,same_domain,arbitrary,0.55,True
shivering-black,0,0,2,shared,matched,arbitrary,0.65,True
shivering-black,0,0,3,shared,same_domain,arbitrary,0.5,True
shivering-black,0,0,4,shared,same_domain,arbitrary,0.5,False
shivering-black,0,0,5,shared,same_domain,arbitrary,0.6,True
shivering-black,0,0,6,shared,different_domain,background,0.45,True
shivering-black,0,0,7,shared,different_domain,background,0.85,True
shivering-black,0,0,8,shared,different_domain,background,0.75,True
shivering-black,0,0,9,shared,different_domain,background,0.5,True
shivering-black,0,0,10,shared,different_domain,background,0.4,True
shivering-black,0,0,11,shared,different_domain,identity,0.5,False
shivering-black,0,0,12,shared,different_domain,identity,0.9,True
shivering-black,0,0,13,shared,different_domain,identity,0.85,True
shivering-black,0,0,14,shared,different_domain,identity,0.5,True
shivering-black,0,0,15,shared,different_domain,identity,0.5,True
shivering-black,0,0,16,shared,different_domain,morality,0.55,True
shivering-black,0,0,17,shared,different_domain,morality,0.55,True
shivering-black,0,0,18,shared,different_domain,morality,0.6,True
shivering-black,0,0,19,shared,different_domain,morality,0.45,True
shivering-black,0,0,20,shared,different_domain,morality,0.65,True
shivering-black,0,0,21,shared,different_domain,politics,0.45,True
shivering-black,0,0,22,shared,different_domain,politics,0.45,True
shivering-black,0,0,23,shared,different_domain,politics,0.4,True
shivering-black,0,0,24,shared,different_domain,politics,0.5,True
shivering-black,0,0,25,shared,different_domain,politics,0.65,True
shivering-black,0,0,26,shared,different_domain,preferences,0.6,True
shivering-black,0,0,27,shared,different_domain,preferences,0.65,False
shivering-black,0,0,28,shared,different_domain,preferences,0.5,True
shivering-black,0,0,29,shared,different_domain,preferences,0.6,True
shivering-black,0,0,30,shared,different_domain,preferences,0.45,True
shivering-black,0,0,31,shared,different_domain,religion,0.45,True
shivering-black,0,0,32,shared,different_domain,religion,0.5,True
shivering-black,0,0,33,shared,different_domain,religion,0.5,True
shivering-black,0,0,34,shared,different_domain,religion,0.55,True
shivering-black,0,0,35,shared,different_domain,religion,0.55,True
wispy-tomato,10,150,1,shared,different_domain,arbitrary,0.5,True
wispy-tomato,10,150,2,shared,different_domain,arbitrary,0.52,True
wispy-tomato,10,150,3,shared,different_domain,arbitrary,0.45,True
wispy-tomato,10,150,4,shared,different_domain,arbitrary,0.48,True
wispy-tomato,10,150,5,shared,different_domain,arbitrary,0.55,False
wispy-tomato,10,150,6,shared,different_domain,background,0.5,True
wispy-tomato,10,150,7,shared,different_domain,background,0.5,True
wispy-tomato,10,150,8,shared,different_domain,background,0.6,True
wispy-tomato,10,150,9,shared,different_domain,background,0.5,True
wispy-tomato,10,150,10,shared,different_domain,background,0.5,True
wispy-tomato,10,150,11,shared,different_domain,identity,0.5,False
wispy-tomato,10,150,12,shared,different_domain,identity,0.85,True
wispy-tomato,10,150,13,shared,different_domain,identity,0.8,False
wispy-tomato,10,150,14,shared,different_domain,identity,0.45,True
wispy-tomato,10,150,15,shared,different_domain,identity,0.5,False
wispy-tomato,10,150,16,shared,different_domain,morality,0.75,True
wispy-tomato,10,150,17,shared,different_domain,morality,0.7,True
wispy-tomato,10,150,18,shared,different_domain,morality,0.55,True
wispy-tomato,10,150,19,shared,different_domain,morality,0.4,True
wispy-tomato,10,150,20,shared,different_domain,morality,0.5,True
wispy-tomato,10,150,21,shared,same_domain,politics,0.4,True
wispy-tomato,10,150,22,shared,same_domain,politics,0.6,True
wispy-tomato,10,150,23,shared,same_domain,politics,0.75,True
wispy-tomato,10,150,24,shared,same_domain,politics,0.5,True
wispy-tomato,10,150,25,shared,matched,politics,0.99,True
wispy-tomato,10,150,26,shared,different_domain,preferences,0.55,True
wispy-tomato,10,150,27,shared,different_domain,preferences,0.5,False
wispy-tomato,10,150,28,shared,different_domain,preferences,0.5,True
wispy-tomato,10,150,29,shared,different_domain,preferences,0.55,True
wispy-tomato,10,150,30,shared,different_domain,preferences,0.45,True
wispy-tomato,10,150,31,shared,different_domain,religion,0.5,False
wispy-tomato,10,150,32,shared,different_domain,religion,0.5,True
wispy-tomato,10,150,33,shared,different_domain,religion,0.5,False
wispy-tomato,10,150,34,shared,different_domain,religion,0.55,True
wispy-tomato,10,150,35,shared,different_domain,religion,0.5,False
valid-tan,4,60,1,shared,different_domain,arbitrary,0.5,True
valid-tan,4,60,2,shared,different_domain,arbitrary,0.55,True
valid-tan,4,60,3,shared,different_domain,arbitrary,0.45,False
valid-tan,4,60,4,shared,different_domain,arbitrary,0.5,False
valid-tan,4,60,5,shared,different_domain,arbitrary,0.6,True
valid-tan,4,60,6,shared,different_domain,background,0.4,False
valid-tan,4,60,7,shared,different_domain,background,0.35,False
valid-tan,4,60,8,shared,different_domain,background,0.75,True
valid-tan,4,60,9,shared,different_domain,background,0.5,True
valid-tan,4,60,10,shared,different_domain,background,0.5,False
valid-tan,4,60,11,shared,different_domain,identity,0.5,False
valid-tan,4,60,12,shared,different_domain,identity,0.95,True
valid-tan,4,60,13,shared,different_domain,identity,0.9,True
valid-tan,4,60,14,shared,different_domain,identity,0.45,True
valid-tan,4,60,15,shared,different_domain,identity,0.5,False
valid-tan,4,60,16,shared,same_domain,morality,0.55,True
valid-tan,4,60,17,shared,same_domain,morality,0.6,True
valid-tan,4,60,18,shared,same_domain,morality,0.55,False
valid-tan,4,60,19,shared,same_domain,morality,0.4,False
valid-tan,4,60,20,shared,matched,morality,0.7,True
valid-tan,4,60,21,shared,different_domain,politics,0.45,True
valid-tan,4,60,22,shared,different_domain,politics,0.4,True
valid-tan,4,60,23,shared,different_domain,politics,0.45,False
valid-tan,4,60,24,shared,different_domain,politics,0.5,True
valid-tan,4,60,25,shared,different_domain,politics,0.7,True
valid-tan,4,60,26,shared,different_domain,preferences,0.55,False
valid-tan,4,60,27,shared,different_domain,preferences,0.5,True
valid-tan,4,60,28,shared,different_domain,preferences,0.5,True
valid-tan,4,60,29,shared,different_domain,preferences,0.55,False
valid-tan,4,60,30,shared,different_domain,preferences,0.4,False
valid-tan,4,60,31,shared,different_domain,religion,0.45,True
valid-tan,4,60,32,shared,different_domain,religion,0.6,True
valid-tan,4,60,33,shared,different_domain,religion,0.45,False
valid-tan,4,60,34,shared,different_domain,religion,0.55,True
valid-tan,4,60,35,shared,different_domain,religion,0.55,True
crazy-silver,1,15,1,shared,different_domain,arbitrary,0.6,True
crazy-silver,1,15,2,shared,different_domain,arbitrary,0.75,True
crazy-silver,1,15,3,shared,different_domain,arbitrary,0.6,False
crazy-silver,1,15,4,shared,different_domain,arbitrary,0.55,False
crazy-silver,1,15,5,shared,different_domain,arbitrary,0.6,True
crazy-silver,1,15,6,shared,different_domain,background,0.6,True
crazy-silver,1,15,7,shared,different_domain,background,0.85,True
crazy-silver,1,15,8,shared,different_domain,background,0.85,True
crazy-silver,1,15,9,shared,different_domain,background,0.5,True
crazy-silver,1,15,10,shared,different_domain,background,0.5,False
crazy-silver,1,15,11,shared,same_domain,identity,0.6,True
crazy-silver,1,15,12,shared,same_domain,identity,0.95,True
crazy-silver,1,15,13,shared,matched,identity,0.9,True
crazy-silver,1,15,14,shared,same_domain,identity,0.7,False
crazy-silver,1,15,15,shared,same_domain,identity,0.55,True
crazy-silver,1,15,16,shared,different_domain,morality,0.75,True
crazy-silver,1,15,17,shared,different_domain,morality,0.7,True
crazy-silver,1,15,18,shared,different_domain,morality,0.65,True
crazy-silver,1,15,19,shared,different_domain,morality,0.7,False
crazy-silver,1,15,20,shared,different_domain,morality,0.85,True
crazy-silver,1,15,21,shared,different_domain,politics,0.5,True
crazy-silver,1,15,22,shared,different_domain,politics,0.6,True
crazy-silver,1,15,23,shared,different_domain,politics,0.5,True
crazy-silver,1,15,24,shared,different_domain,politics,0.55,True
crazy-silver,1,15,25,shared,different_domain,politics,0.75,True
crazy-silver,1,15,26,shared,different_domain,preferences,0.6,True
crazy-silver,1,15,27,shared,different_domain,preferences,0.6,True
crazy-silver,1,15,28,shared,different_domain,preferences,0.5,False
crazy-silver,1,15,29,shared,different_domain,preferences,0.6,True
crazy-silver,1,15,30,shared,different_domain,preferences,0.75,False
crazy-silver,1,15,31,shared,different_domain,religion,0.6,True
crazy-silver,1,15,32,shared,different_domain,religion,0.6,True
crazy-silver,1,15,33,shared,different_domain,religion,0.55,False
crazy-silver,1,15,34,shared,different_domain,religion,0.6,True
crazy-silver,1,15,35,shared,different_domain,religion,0.6,True
quickest-tan,5,75,1,opposing,different_domain,arbitrary,0.5,True
quickest-tan,5,75,2,opposing,different_domain,arbitrary,0.6,True
quickest-tan,5,75,3,opposing,different_domain,arbitrary,0.5,True
quickest-tan,5,75,4,opposing,different_domain,arbitrary,0.5,True
quickest-tan,5,75,5,opposing,different_domain,arbitrary,0.5,True
quickest-tan,5,75,6,opposing,different_domain,background,0.5,True
quickest-tan,5,75,7,opposing,different_domain,background,0.5,True
quickest-tan,5,75,8,opposing,different_domain,background,0.7,True
quickest-tan,5,75,9,opposing,different_domain,background,0.5,True
quickest-tan,5,75,10,opposing,different_domain,background,0.5,True
quickest-tan,5,75,11,opposing,different_domain,identity,0.5,False
quickest-tan,5,75,12,opposing,different_domain,identity,0.9,True
quickest-tan,5,75,13,opposing,different_domain,identity,0.85,False
quickest-tan,5,75,14,opposing,different_domain,identity,0.4,False
quickest-tan,5,75,15,opposing,different_domain,identity,0.5,False
quickest-tan,5,75,16,opposing,different_domain,morality,0.65,True
quickest-tan,5,75,17,opposing,different_domain,morality,0.6,True
quickest-tan,5,75,18,opposing,different_domain,morality,0.5,False
quickest-tan,5,75,19,opposing,different_domain,morality,0.45,True
quickest-tan,5,75,20,opposing,different_domain,morality,0.6,True
quickest-tan,5,75,21,opposing,different_domain,politics,0.5,True
quickest-tan,5,75,22,opposing,different_domain,politics,0.55,True
quickest-tan,5,75,23,opposing,different_domain,politics,0.5,False
quickest-tan,5,75,24,opposing,different_domain,politics,0.5,True
quickest-tan,5,75,25,opposing,different_domain,politics,0.6,False
quickest-tan,5,75,26,opposing,different_domain,preferences,0.55,False
quickest-tan,5,75,27,opposing,different_domain,preferences,0.5,True
quickest-tan,5,75,28,opposing,different_domain,preferences,0.5,True
quickest-tan,5,75,29,opposing,different_domain,preferences,0.5,True
